"","SC284728.PC04924.E12","SC284729.PC04924.F12","SC249421.PC04924.H06","SC249410.PC04924.E05","SC253845.PC04924.H10","SC249452.PC04924.D10","SC253846.PC04924.A11","SC249447.PC04924.G09","SC249433.PC04924.B08","SC249426.PC04924.D07","SC249417.PC04924.D06","SC249436.PC04924.E08","SC249365.PC04924.H01","SC249360.PC04924.C01","SC249428.PC04924.F07","SC249358.PC04924.A01","SC249446.PC04924.F09","SC253851.PC04924.E11","SC249409.PC04924.D05","SC249427.PC04924.E07","SC249413.PC04924.H05","SC249434.PC04924.C08","SC253848.PC04924.C11","SC249443.PC04924.D09","SC249439.PC04924.H08","SC249363.PC04924.F01","SC253853.PC04924.G11","SC249415.PC04924.B06","SC249438.PC04924.G08","SC249367.PC04924.A02","SC249423.PC04924.A07","SC249450.PC04924.B10","SC284724.PC04924.A12","SC284725.PC04924.B12","SC284726.PC04924.C12","SC284727.PC04924.D12","NTC.PC04924.H12","SC249388.PC04924.A03","SC249389.PC04924.B03","SC249390.PC04924.C03","SC249382.PC04924.D02","SC249391.PC04924.D03","SC249383.PC04924.E02","SC249392.PC04924.E03","SC249384.PC04924.F02","SC249393.PC04924.F03","SC249385.PC04924.G02","SC249386.PC04924.H02","SC249396.PC04924.A04","SC249405.PC04924.A05","SC249397.PC04924.B04","SC249398.PC04924.C04","SC249399.PC04924.D04","SC249400.PC04924.E04","SC249401.PC04924.F04","SC249394.PC04924.G03","SC249403.PC04924.G04","SC249395.PC04924.H03","SC249404.PC04924.H04","SC249453.PC04924.E10","SC249369.PC04924.C02","SC249411.PC04924.F05","SC253852.PC04924.F11","SC253843.PC04924.F10","SC249359.PC04924.B01","SC249448.PC04924.H09","SC249361.PC04924.D01","SC249445.PC04924.E09","SC253849.PC04924.D11","SC249449.PC04924.A10","SC249419.PC04924.F06","SC249440.PC04924.A09","SC249429.PC04924.G07","SC249407.PC04924.B05","SC249364.PC04924.G01","SC249435.PC04924.D08","SC249418.PC04924.E06","SC249414.PC04924.A06","SC249424.PC04924.B07","SC249430.PC04924.H07","SC249416.PC04924.C06","SC253847.PC04924.B11","SC249441.PC04924.B09","Water.PC04924.G12","SC249451.PC04924.C10","SC249420.PC04924.G06","SC253854.PC04924.H11","SC249425.PC04924.C07","SC249432.PC04924.A08","SC249362.PC04924.E01","SC249408.PC04924.C05","SC249437.PC04924.F08","SC249368.PC04924.B02","SC253844.PC04924.G10","SC249412.PC04924.G05","SC249442.PC04924.C09","SC284734.PC04925.E12","SC284735.PC04925.F12","SC253186.PC04925.D06","SC249410.PC04925.F02","SC253845.PC04925.C09","SC253193.PC04925.C07","SC253846.PC04925.D09","SC253200.PC04925.C08","SC249447.PC04925.C05","SC249433.PC04925.C04","SC249426.PC04925.F03","SC261528.PC04925.E10","SC253182.PC04925.H05","SC249436.PC04925.E04","SC261516.PC04925.H10","SC253195.PC04925.E07","SC253204.PC04925.A09","SC253192.PC04925.B07","SC253185.PC04925.C06","SC253191.PC04925.A07","SC253202.PC04925.F08","SC249431.PC04925.A04","SC249406.PC04925.D02","SC261525.PC04925.D10","SC261529.PC04925.F10","SC249444.PC04925.A05","SC261518.PC04925.C10","SC249366.PC04925.D01","SC249422.PC04925.D03","SC261524.PC04925.H09","SC284730.PC04925.A12","SC284731.PC04925.B12","SC284732.PC04925.C12","SC284733.PC04925.D12","NTC.PC04925.H12","SC249382.PC04925.F01","SC249387.PC04925.G01","SC249391.PC04925.H01","SC249396.PC04925.A02","SC249399.PC04925.B02","SC249405.PC04925.C02","SC249453.PC04925.F05","SC261523.PC04925.G10","SC249369.PC04925.E01","SC249411.PC04925.G02","SC253852.PC04925.G09","SC253843.PC04925.B09","SC249359.PC04925.A01","SC249448.PC04925.A11","SC249448.PC04925.D05","SC249361.PC04925.A10","SC249361.PC04925.B01","SC249445.PC04925.B05","SC261517.PC04925.B11","SC253184.PC04925.B06","SC253849.PC04925.F09","SC253199.PC04925.A08","SC253199.PC04925.B08","SC253199.PC04925.E11","SC249449.PC04925.E05","SC249419.PC04925.C03","SC249440.PC04925.G04","SC261531.PC04925.G11","SC253188.PC04925.E06","SC249429.PC04925.G03","SC261515.PC04925.H11","SC249435.PC04925.D04","SC253190.PC04925.G06","SC253190.PC04925.H06","SC253203.PC04925.G08","SC253203.PC04925.H08","SC249418.PC04925.B03","SC261526.PC04925.C11","SC249414.PC04925.H02","SC249424.PC04925.E03","SC249430.PC04925.H03","SC249416.PC04925.A03","SC261527.PC04925.B10","SC253197.PC04925.G07","SC253197.PC04925.H07","SC253183.PC04925.A06","SC253201.PC04925.D08","SC253201.PC04925.E08","SC253847.PC04925.E09","SC261532.PC04925.D11","SC249441.PC04925.H04","Water.PC04925.G12","SC261522.PC04925.F11","SC253181.PC04925.G05","SC253194.PC04925.D07","SC249432.PC04925.B04","SC249408.PC04925.E02","SC249437.PC04925.F04","SC253196.PC04925.F07","SC253189.PC04925.F06","SC326763.PC07578.A12","SC326764.PC07578.B12","SC326765.PC07578.C12","SC326766.PC07578.D12","SC253186.PC07578.D06","SC249421.PC07578.F02","SC249410.PC07578.B01","SC253845.PC07578.C09","SC304090.PC07578.G04","SC253846.PC07578.D09","SC253200.PC07578.C08","SC249433.PC07578.G08","SC249426.PC07578.F03","SC261528.PC07578.E11","SC253182.PC07578.A01","SC249436.PC07578.E04","SC249365.PC07578.E09","SC249360.PC07578.B09","SC304930.PC07578.B05","SC304940.PC07578.C03","SC261516.PC07578.H10","SC253195.PC07578.E07","SC304093.PC07578.A04","SC304936.PC07578.B11","SC304926.PC07578.E06","SC249443.PC07578.E05","SC249439.PC07578.G07","SC304094.PC07578.A05","SC304099.PC07578.A10","SC304928.PC07578.B03","SC304938.PC07578.E10","SC253202.PC07578.F08","SC261525.PC07578.D10","SC261529.PC07578.F10","SC249366.PC07578.D01","SC249422.PC07578.D03","SC261524.PC07578.H09","NTC.PC07578.H12","SC249385.PC07578.C07","SC249387.PC07578.G01","SC249391.PC07578.H01","SC249382.PC07578.H05","SC249453.PC07578.F05","SC261523.PC07578.G10","SC304096.PC07578.A07","SC249369.PC07578.E01","SC249411.PC07578.G02","SC253852.PC07578.G09","SC249448.PC07578.D05","SC304091.PC07578.A02","SC261517.PC07578.F01","SC253184.PC07578.G06","SC253849.PC07578.F09","SC261531.PC07578.G11","SC304929.PC07578.B04","SC304939.PC07578.C02","SC249429.PC07578.G03","SC304098.PC07578.A08","SC249364.PC07578.C01","SC261515.PC07578.H11","SC253190.PC07578.H06","SC304931.PC07578.B06","SC304941.PC07578.C04","SC304095.PC07578.A06","SC261526.PC07578.C11","SC249414.PC07578.H02","SC249424.PC07578.E03","SC249430.PC07578.H03","SC253183.PC07578.D08","SC253201.PC07578.E08","SC304925.PC07578.B.08.PC07578.B08","SC304935.PC07578.B.10.PC07578.B10","SC304935.PC07578.C.06.PC07578.C06","SC304925.PC07578.D.07.PC07578.D07","SC261532.PC07578.D11","SC249441.PC07578.H04","Water.PC07578.G12","SC326767.PC07578.E12","SC326768.PC07578.F12","SC249451.PC07578.F06","SC249420.PC07578.H07","SC304092.PC07578.A03","SC261522.PC07578.F11","SC304097.PC07578.A09","SC253181.PC07578.G05","SC304927.PC07578.B02","SC304937.PC07578.D04","SC249362.PC07578.H08","SC249408.PC07578.E02","SC249437.PC07578.F04","SC249368.PC07578.C10","SC253196.PC07578.F07","SC304924.PC07578.A11.PC07578.A11","SC304924.PC07578.B.07.PC07578.B07","SC304934.PC07578.C.05.PC07578.C05","SC304934.PC07578.D.02.PC07578.D02"
"Roseburia",0,0,0,0,0,6,0,792,0,0,0,0,0,0,0,8,553,0,0,0,0,3,0,253,264,0,0,602,693,0,0,4,0,0,0,0,0,15,0,0,0,7,98,0,0,1289,9,0,1034,2084,133,0,1158,142,911,0,0,0,0,960,0,2290,0,0,0,770,0,1197,0,1195,1315,1175,2026,836,0,1268,1050,1352,1424,1433,0,0,1215,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,702,0,0,0,0,0,99,53,31,0,0,127,52,4,0,741,341,1546,1195,0,34,121,0,0,0,0,0,0,1431,6,1114,0,1703,1154,1314,0,2006,0,0,0,1133,1080,0,0,1096,0,1902,0,1922,1564,1860,918,1079,1160,1634,1611,2042,68,1310,2286,1810,1637,1855,1444,1253,843,1214,1318,0,961,1624,2166,1501,1392,1728,0,1301,1310,0,100,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,379,15,0,0,0,20,0,0,0,0,47,37,108,60,0,42,2,149,287,611,946,955,969,2045,696,1072,0,8,227,0,41,1172,0,0,1032,1281,1163,0,1613,0,1135,0,967,2444,0,1500,1762,0,1780,2049,0,0,0,1971,0,272,1309,790,1231,1243,1386,1827,4,1062,0,0,1249,1672,0,0,0,3,0,11,0,0,0,6,0,0,0,0,0,0,11,17,12,12
"Rothia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rubellimicrobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ruminococcus",0,0,849,783,2045,11672,1921,10047,11157,1075,717,10224,1444,1537,19,463,5284,0,0,0,12,100,0,1456,7836,0,0,3538,9311,0,17,344,0,0,0,0,0,321,0,36,951,67,455,0,0,7718,1173,0,4666,6300,689,1172,5440,781,6327,1134,21,61,0,26070,0,7304,0,0,0,21663,0,27002,0,34638,9043,22824,8385,4816,0,24039,6576,7294,5766,20491,3,0,23461,0,36,5,0,0,100,9,13,0,0,16,91,45,0,64,5110,696,0,7373,2468,7827,9566,9125,793,896,3947,10769,2929,695,117,85,21,1030,185,56,12,5402,4380,13387,7304,40,220,1413,0,12,0,54,0,7,8088,57,5101,0,5294,28087,5185,0,6589,5,0,0,29794,25377,0,0,27154,0,6147,0,6707,4956,5574,30970,8285,27999,32083,3753,8368,207,25922,9069,7128,5920,8107,7145,7318,5405,5496,18563,0,7167,8439,10016,6567,7344,7936,0,27598,23726,0,601,0,131,92,29,0,121,0,0,0,0,0,5442,1081,819,2174,3132,2839,9318,10290,1507,1317,2587,10736,2147,2251,3944,4415,2789,1442,328,376,186,1720,9395,9577,4498,9587,9724,6611,5881,14453,10,14,3526,3,1659,6989,0,1175,24258,5375,4819,0,5793,0,27263,0,3946,8443,0,31180,8592,25,7432,9357,0,0,52,7755,0,1993,8015,5838,6277,20786,6557,7675,53,5873,0,3,26280,28173,0,0,0,127,16,113,0,93,62,28,5,17,19,0,33,83,323,392,282,238
"Salinarimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scardovia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sediminibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sphingomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Staphylococcus",18443,16665,0,0,0,15,0,0,0,0,0,0,0,0,0,0,56,0,13,0,0,0,0,797,335,0,0,28,17,16,0,38,7362,44692,9371,16838,0,0,0,5202,14,4989,36,0,0,0,0,0,11,0,56,0,0,0,0,156,6,5539,5036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,14,13,0,0,34,0,0,13272,2950,9654,2933,13913,3770,2575,19335,2695,5466,3440,10884,19724,20070,0,0,0,0,0,9,0,16,0,0,0,0,0,51,18,7,10,0,9,0,87,12,6,448,0,3,44,51,9055,51271,9376,20780,0,0,11,5525,21,0,0,0,14,0,0,0,0,0,0,0,0,0,0,26,8,0,0,7,0,12,0,18,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,12575,6514,15464,14110,2754,16923,9087,6076,13,59367,10749,21652,63,8,0,18,23,7,49,0,27,0,0,18,0,0,4,0,0,0,106,481,1046,712,374,35,87,1350,1138,51,1533,320,12,298,24,0,0,0,0,22,0,0,38,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,24872,21608,11226,4099,9507,9,11147,6568,6537,8363,6467,3647,22672,6636,10675,8669,11797,8719,6582
"Stomatobaculum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus",0,0,0,0,0,8,0,327,0,0,0,0,0,0,0,14,291,0,0,0,0,0,0,125,42,0,0,154,223,0,0,0,4736,508,3726,7636,0,0,0,0,0,0,20,0,0,360,0,0,170,330,21,0,348,38,281,0,0,0,0,231,0,531,0,0,0,67,0,249,0,148,432,196,658,410,0,502,586,619,535,511,0,0,182,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,363,0,0,0,0,0,56,41,31,0,0,72,15,0,0,337,113,1182,720,0,7,58,12270,691,7554,14655,0,0,565,4,322,0,316,318,922,0,788,0,0,0,137,118,0,0,394,0,792,0,821,848,839,193,611,254,274,826,832,22,640,1251,905,1432,1878,648,742,658,788,621,3,490,1236,1414,916,882,987,0,303,281,0,23,0,0,7,0,0,11,0,0,802,4462,9187,0,0,0,0,144,14,0,3,0,32,0,0,0,0,25,25,33,17,11,21,14,192,71,421,465,723,849,644,315,328,69,43,176,0,11,423,0,0,205,802,1199,0,624,0,74,0,520,983,0,220,948,0,613,944,0,0,0,708,0,276,641,629,692,630,779,959,8,409,0,0,266,299,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,18,18,7,10
"Subdoligranulum",0,0,171,161,259,574,296,6956,363,169,191,406,149,145,906,332,5912,588,1252,1314,1156,1263,424,3155,2107,554,0,2596,3748,0,0,53,0,0,0,0,0,613,0,32,140,45,889,0,0,3698,183,0,2528,3592,1108,121,3083,1093,2208,139,6,33,0,3350,0,3362,0,0,0,2232,0,3998,0,2701,4721,2639,5834,2880,0,5753,4934,3765,2917,6440,0,0,3185,0,38,0,0,0,13,0,0,0,0,0,36,59,0,44,374,143,0,437,446,399,6141,310,138,226,276,447,397,1109,426,1166,1153,407,297,23,9,4370,1596,13753,3177,0,132,646,0,0,0,28,0,3,3847,34,3300,0,2966,3360,3655,0,3573,7,0,0,2602,2522,0,0,4677,0,12640,0,10754,8790,8638,2354,4151,3510,4011,15834,6003,129,5962,17020,13461,6148,8779,4328,3612,2461,3180,6117,0,2942,12840,12897,17965,12520,14049,0,4551,3356,0,263,0,12,20,0,0,87,5,0,0,0,0,450,195,149,298,683,601,445,339,234,353,174,371,194,217,351,346,397,1040,958,959,1076,2935,2372,1815,2873,3236,3896,2437,4436,4803,0,3,923,0,230,3007,0,168,2868,3550,1786,0,2804,0,2373,0,1989,16570,0,3751,2550,12,4881,3759,0,0,41,1909,0,1174,3697,2470,3237,6718,16526,12365,18,3148,0,0,4113,3748,0,0,0,43,26,29,0,26,18,0,5,0,0,0,18,27,103,192,127,115
"Succiniclasticum",0,0,1304,1530,1267,523,1310,267,687,1503,989,617,578,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978,0,0,0,0,77,717,0,0,0,0,1218,0,0,0,1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1182,1452,0,784,1502,771,348,731,1604,1054,1260,757,1587,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1218,1839,1701,1571,989,1403,754,579,1393,1221,917,741,889,1292,614,695,1461,69,0,0,0,0,0,0,97,78,56,0,0,0,0,0,928,0,1309,0,0,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"Sutterella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Synergistes",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
