"","Genus","value","Type"
"1387","Campylobacter","NA","PC04925-Seq.200_Diff"
"1388","Candidatus Planktophila","NA","PC04925-Seq.200_Diff"
"1389","Capnocytophaga","NA","PC04925-Seq.200_Diff"
"1390","Christensenella","NA","PC04925-Seq.200_Diff"
"1391","Clostridium sensu stricto 1","NA","PC04925-Seq.200_Diff"
"1392","Coprococcus","NA","PC04925-Seq.200_Diff"
"1393","Corynebacterium","NA","PC04925-Seq.200_Diff"
"1394","Desulfovibrio","NA","PC04925-Seq.200_Diff"
"1395","Devosia","NA","PC04925-Seq.200_Diff"
"1396","Dialister","NA","PC04925-Seq.200_Diff"
"1397","Dolosigranulum","NA","PC04925-Seq.200_Diff"
"1398","Dorea","NA","PC04925-Seq.200_Diff"
"1399","Eggerthella","NA","PC04925-Seq.200_Diff"
"1400","Eggerthia","NA","PC04925-Seq.200_Diff"
"1401","Enterorhabdus","NA","PC04925-Seq.200_Diff"
"1402","Faecalibacterium","NA","PC04925-Seq.200_Diff"
"1403","Finegoldia","NA","PC04925-Seq.200_Diff"
"1404","Flavonifractor","NA","PC04925-Seq.200_Diff"
"1405","Gemella","NA","PC04925-Seq.200_Diff"
"1406","Gordonibacter","NA","PC04925-Seq.200_Diff"
"1407","Granulicatella","NA","PC04925-Seq.200_Diff"
"1408","Haemophilus","NA","PC04925-Seq.200_Diff"
"1409","Holdemania","NA","PC04925-Seq.200_Diff"
"1410","Incertae Sedis","NA","PC04925-Seq.200_Diff"
"1411","Intestinimonas","NA","PC04925-Seq.200_Diff"
"1412","Lachnoanaerobaculum","NA","PC04925-Seq.200_Diff"
"1413","Lachnospira","NA","PC04925-Seq.200_Diff"
"1414","Lactococcus","NA","PC04925-Seq.200_Diff"
"1415","Lautropia","NA","PC04925-Seq.200_Diff"
"1416","Leptotrichia","NA","PC04925-Seq.200_Diff"
"1417","Leuconostoc","NA","PC04925-Seq.200_Diff"
"1418","Lysobacter","NA","PC04925-Seq.200_Diff"
"1419","Marvinbryantia","NA","PC04925-Seq.200_Diff"
"1420","Massilia","NA","PC04925-Seq.200_Diff"
"1421","Megasphaera","NA","PC04925-Seq.200_Diff"
"1422","Methylobacterium","NA","PC04925-Seq.200_Diff"
"1423","Mogibacterium","NA","PC04925-Seq.200_Diff"
"1424","Moraxella","NA","PC04925-Seq.200_Diff"
"1425","Mycobacterium","NA","PC04925-Seq.200_Diff"
"1426","Nevskia","NA","PC04925-Seq.200_Diff"
"1427","Nocardioides","NA","PC04925-Seq.200_Diff"
"1428","Nosocomiicoccus","NA","PC04925-Seq.200_Diff"
"1429","Odoribacter","NA","PC04925-Seq.200_Diff"
"1430","Oribacterium","NA","PC04925-Seq.200_Diff"
"1431","Oscillibacter","NA","PC04925-Seq.200_Diff"
"1432","Oscillospira","NA","PC04925-Seq.200_Diff"
"1433","other","NA","PC04925-Seq.200_Diff"
"1434","Papillibacter","NA","PC04925-Seq.200_Diff"
"1435","Paracoccus","NA","PC04925-Seq.200_Diff"
"1436","Parasutterella","NA","PC04925-Seq.200_Diff"
"1437","Pedobacter","NA","PC04925-Seq.200_Diff"
"1438","Peptoniphilus","NA","PC04925-Seq.200_Diff"
"1439","Phascolarctobacterium","NA","PC04925-Seq.200_Diff"
"1440","Phenylobacterium","NA","PC04925-Seq.200_Diff"
"1441","Porphyromonas","NA","PC04925-Seq.200_Diff"
"1442","Prevotella","NA","PC04925-Seq.200_Diff"
"1443","Pseudobutyrivibrio","NA","PC04925-Seq.200_Diff"
"1444","Rhizobium","NA","PC04925-Seq.200_Diff"
"1445","Roseburia","NA","PC04925-Seq.200_Diff"
"1446","Rothia","NA","PC04925-Seq.200_Diff"
"1447","Rubellimicrobium","NA","PC04925-Seq.200_Diff"
"1448","Ruminococcus","NA","PC04925-Seq.200_Diff"
"1449","Salinarimonas","NA","PC04925-Seq.200_Diff"
"1450","Scardovia","NA","PC04925-Seq.200_Diff"
"1451","Sediminibacterium","NA","PC04925-Seq.200_Diff"
"1452","Solobacterium","NA","PC04925-Seq.200_Diff"
"1453","Sphingomonas","NA","PC04925-Seq.200_Diff"
"1454","Stomatobaculum","NA","PC04925-Seq.200_Diff"
"1455","Succiniclasticum","NA","PC04925-Seq.200_Diff"
"1456","Sutterella","NA","PC04925-Seq.200_Diff"
"1457","Synergistes","NA","PC04925-Seq.200_Diff"
"1458","Thalassospira","NA","PC04925-Seq.200_Diff"
"1459","Treponema","NA","PC04925-Seq.200_Diff"
"1460","Turicibacter","NA","PC04925-Seq.200_Diff"
"1461","uncultured","NA","PC04925-Seq.200_Diff"
"1462","Veillonella","NA","PC04925-Seq.200_Diff"
"1463","Weissella","NA","PC04925-Seq.200_Diff"
"1464","Acinetobacter","NA","PC04925-Seq.2000_Diff"
"1465","Actinomyces","NA","PC04925-Seq.2000_Diff"
"1466","Alistipes","NA","PC04925-Seq.2000_Diff"
"1467","Anaerostipes","NA","PC04925-Seq.2000_Diff"
"1468","Bacteroides","NA","PC04925-Seq.2000_Diff"
"1469","Bifidobacterium","NA","PC04925-Seq.2000_Diff"
"1470","Bilophila","NA","PC04925-Seq.2000_Diff"
"1471","Clostridium","NA","PC04925-Seq.2000_Diff"
"1472","Lachnoclostridium","NA","PC04925-Seq.2000_Diff"
"1473","Collinsella","NA","PC04925-Seq.2000_Diff"
"1474","Coprobacillus","NA","PC04925-Seq.2000_Diff"
"1475","Cryptococcus",NA,"PC04925-Seq.2000_Diff"
"1476","Deinococcus","NA","PC04925-Seq.2000_Diff"
"1477","Enterococcus","-5.26891312480217","PC04925-Seq.2000_Diff"
"1478","Fusobacterium","NA","PC04925-Seq.2000_Diff"
"1479","Helicobacter","NA","PC04925-Seq.2000_Diff"
"1480","Listeria","36.6867140513942","PC04925-Seq.2000_Diff"
"1481","Neisseria","NA","PC04925-Seq.2000_Diff"
"1482","Paenibacillus","NA","PC04925-Seq.2000_Diff"
"1483","Parabacteroides","NA","PC04925-Seq.2000_Diff"
"1484","Pediococcus","NA","PC04925-Seq.2000_Diff"
"1485","Porphyromonadaceae","NA","PC04925-Seq.2000_Diff"
"1486","Propionibacterium","NA","PC04925-Seq.2000_Diff"
"1487","Pseudomonas","-100","PC04925-Seq.2000_Diff"
"1488","Pyramidobacter","NA","PC04925-Seq.2000_Diff"
"1489","Ralstonia","NA","PC04925-Seq.2000_Diff"
"1490","Rhodobacter","NA","PC04925-Seq.2000_Diff"
"1491","Saccharomyces",NA,"PC04925-Seq.2000_Diff"
"1492","Salmonella",NA,"PC04925-Seq.2000_Diff"
"1493","Streptococcus","NA","PC04925-Seq.2000_Diff"
"1494","Subdoligranulum","NA","PC04925-Seq.2000_Diff"
"1495","Abiotrophia","NA","PC04925-Seq.2000_Diff"
"1496","Acetanaerobacterium","NA","PC04925-Seq.2000_Diff"
"1497","Acidaminococcus","NA","PC04925-Seq.2000_Diff"
"1498","Actinobacillus","NA","PC04925-Seq.2000_Diff"
"1499","Adlercreutzia","NA","PC04925-Seq.2000_Diff"
"1500","Akkermansia","NA","PC04925-Seq.2000_Diff"
"1501","Alcaligenes","NA","PC04925-Seq.2000_Diff"
"1502","Alkanindiges","NA","PC04925-Seq.2000_Diff"
"1503","Alloprevotella","NA","PC04925-Seq.2000_Diff"
"1504","Anaerococcus","NA","PC04925-Seq.2000_Diff"
"1505","Anaerofilum","NA","PC04925-Seq.2000_Diff"
"1506","Anaerofustis","NA","PC04925-Seq.2000_Diff"
"1507","Anaeromyxobacter","NA","PC04925-Seq.2000_Diff"
"1508","Anaerosporobacter","NA","PC04925-Seq.2000_Diff"
"1509","Anaerotruncus","NA","PC04925-Seq.2000_Diff"
"1510","Arthrobacter","NA","PC04925-Seq.2000_Diff"
"1511","Atopobium","NA","PC04925-Seq.2000_Diff"
"1512","Azospirillum","NA","PC04925-Seq.2000_Diff"
"1513","Basidiomycota","NA","PC04925-Seq.2000_Diff"
"1514","Bergeyella","NA","PC04925-Seq.2000_Diff"
"1515","Blautia","NA","PC04925-Seq.2000_Diff"
"1516","Bradyrhizobium","NA","PC04925-Seq.2000_Diff"
"1517","Brevundimonas","NA","PC04925-Seq.2000_Diff"
"1518","Bryobacter","NA","PC04925-Seq.2000_Diff"
"1519","Butyricimonas","NA","PC04925-Seq.2000_Diff"
"1520","Campylobacter","NA","PC04925-Seq.2000_Diff"
"1521","Candidatus Planktophila","NA","PC04925-Seq.2000_Diff"
"1522","Capnocytophaga","NA","PC04925-Seq.2000_Diff"
"1523","Christensenella","NA","PC04925-Seq.2000_Diff"
"1524","Clostridium sensu stricto 1","NA","PC04925-Seq.2000_Diff"
"1525","Coprococcus","NA","PC04925-Seq.2000_Diff"
"1526","Corynebacterium","NA","PC04925-Seq.2000_Diff"
"1527","Desulfovibrio","NA","PC04925-Seq.2000_Diff"
"1528","Devosia","NA","PC04925-Seq.2000_Diff"
"1529","Dialister","NA","PC04925-Seq.2000_Diff"
"1530","Dolosigranulum","NA","PC04925-Seq.2000_Diff"
"1531","Dorea","NA","PC04925-Seq.2000_Diff"
"1532","Eggerthella","NA","PC04925-Seq.2000_Diff"
"1533","Eggerthia","NA","PC04925-Seq.2000_Diff"
"1534","Enterorhabdus","NA","PC04925-Seq.2000_Diff"
"1535","Faecalibacterium","NA","PC04925-Seq.2000_Diff"
"1536","Finegoldia","NA","PC04925-Seq.2000_Diff"
"1537","Flavonifractor","NA","PC04925-Seq.2000_Diff"
"1538","Gemella","NA","PC04925-Seq.2000_Diff"
"1539","Gordonibacter","NA","PC04925-Seq.2000_Diff"
"1540","Granulicatella","NA","PC04925-Seq.2000_Diff"
"1541","Haemophilus","NA","PC04925-Seq.2000_Diff"
"1542","Holdemania","NA","PC04925-Seq.2000_Diff"
"1543","Incertae Sedis","NA","PC04925-Seq.2000_Diff"
"1544","Intestinimonas","NA","PC04925-Seq.2000_Diff"
"1545","Lachnoanaerobaculum","NA","PC04925-Seq.2000_Diff"
"1546","Lachnospira","NA","PC04925-Seq.2000_Diff"
"1547","Lactococcus","NA","PC04925-Seq.2000_Diff"
"1548","Lautropia","NA","PC04925-Seq.2000_Diff"
"1549","Leptotrichia","NA","PC04925-Seq.2000_Diff"
"1550","Leuconostoc","NA","PC04925-Seq.2000_Diff"
"1551","Lysobacter","NA","PC04925-Seq.2000_Diff"
"1552","Marvinbryantia","NA","PC04925-Seq.2000_Diff"
"1553","Massilia","NA","PC04925-Seq.2000_Diff"
"1554","Megasphaera","NA","PC04925-Seq.2000_Diff"
"1555","Methylobacterium","NA","PC04925-Seq.2000_Diff"
"1556","Mogibacterium","NA","PC04925-Seq.2000_Diff"
"1557","Moraxella","NA","PC04925-Seq.2000_Diff"
"1558","Mycobacterium","NA","PC04925-Seq.2000_Diff"
"1559","Nevskia","NA","PC04925-Seq.2000_Diff"
"1560","Nocardioides","NA","PC04925-Seq.2000_Diff"
"1561","Nosocomiicoccus","NA","PC04925-Seq.2000_Diff"
"1562","Odoribacter","NA","PC04925-Seq.2000_Diff"
"1563","Oribacterium","NA","PC04925-Seq.2000_Diff"
"1564","Oscillibacter","NA","PC04925-Seq.2000_Diff"
"1565","Oscillospira","NA","PC04925-Seq.2000_Diff"
"1566","other","NA","PC04925-Seq.2000_Diff"
"1567","Papillibacter","NA","PC04925-Seq.2000_Diff"
"1568","Paracoccus","NA","PC04925-Seq.2000_Diff"
"1569","Parasutterella","NA","PC04925-Seq.2000_Diff"
"1570","Pedobacter","NA","PC04925-Seq.2000_Diff"
"1571","Peptoniphilus","NA","PC04925-Seq.2000_Diff"
"1572","Phascolarctobacterium","NA","PC04925-Seq.2000_Diff"
"1573","Phenylobacterium","NA","PC04925-Seq.2000_Diff"
"1574","Porphyromonas","NA","PC04925-Seq.2000_Diff"
"1575","Prevotella","NA","PC04925-Seq.2000_Diff"
"1576","Pseudobutyrivibrio","NA","PC04925-Seq.2000_Diff"
"1577","Rhizobium","NA","PC04925-Seq.2000_Diff"
"1578","Roseburia","NA","PC04925-Seq.2000_Diff"
"1579","Rothia","NA","PC04925-Seq.2000_Diff"
"1580","Rubellimicrobium","NA","PC04925-Seq.2000_Diff"
"1581","Ruminococcus","NA","PC04925-Seq.2000_Diff"
"1582","Salinarimonas","NA","PC04925-Seq.2000_Diff"
"1583","Scardovia","NA","PC04925-Seq.2000_Diff"
"1584","Sediminibacterium","NA","PC04925-Seq.2000_Diff"
"1585","Solobacterium","NA","PC04925-Seq.2000_Diff"
"1586","Sphingomonas","NA","PC04925-Seq.2000_Diff"
"1587","Stomatobaculum","NA","PC04925-Seq.2000_Diff"
"1588","Succiniclasticum","NA","PC04925-Seq.2000_Diff"
"1589","Sutterella","NA","PC04925-Seq.2000_Diff"
"1590","Synergistes","NA","PC04925-Seq.2000_Diff"
"1591","Thalassospira","NA","PC04925-Seq.2000_Diff"
"1592","Treponema","NA","PC04925-Seq.2000_Diff"
"1593","Turicibacter","NA","PC04925-Seq.2000_Diff"
"1594","uncultured","NA","PC04925-Seq.2000_Diff"
"1595","Veillonella","NA","PC04925-Seq.2000_Diff"
"1596","Weissella","NA","PC04925-Seq.2000_Diff"
"1597","Acinetobacter","NA","PC07578-MSA1000_Diff"
"1598","Actinomyces","NA","PC07578-MSA1000_Diff"
"1599","Alistipes","NA","PC07578-MSA1000_Diff"
"1600","Anaerostipes","NA","PC07578-MSA1000_Diff"
"1601","Bacteroides","NA","PC07578-MSA1000_Diff"
"1602","Bifidobacterium","NA","PC07578-MSA1000_Diff"
"1603","Bilophila","NA","PC07578-MSA1000_Diff"
"1604","Clostridium","NA","PC07578-MSA1000_Diff"
"1605","Lachnoclostridium","NA","PC07578-MSA1000_Diff"
"1606","Collinsella","NA","PC07578-MSA1000_Diff"
"1607","Coprobacillus","NA","PC07578-MSA1000_Diff"
"1608","Cryptococcus",NA,"PC07578-MSA1000_Diff"
"1609","Deinococcus","NA","PC07578-MSA1000_Diff"
"1610","Enterococcus","NaN","PC07578-MSA1000_Diff"
"1611","Fusobacterium","NA","PC07578-MSA1000_Diff"
"1612","Helicobacter","NA","PC07578-MSA1000_Diff"
"1613","Listeria","NaN","PC07578-MSA1000_Diff"
"1614","Neisseria","NA","PC07578-MSA1000_Diff"
"1615","Paenibacillus","NA","PC07578-MSA1000_Diff"
"1616","Parabacteroides","NA","PC07578-MSA1000_Diff"
"1617","Pediococcus","NA","PC07578-MSA1000_Diff"
"1618","Porphyromonadaceae","NA","PC07578-MSA1000_Diff"
"1619","Propionibacterium","NA","PC07578-MSA1000_Diff"
"1620","Pseudomonas","NaN","PC07578-MSA1000_Diff"
"1621","Pyramidobacter","NA","PC07578-MSA1000_Diff"
"1622","Ralstonia","NA","PC07578-MSA1000_Diff"
"1623","Rhodobacter","NA","PC07578-MSA1000_Diff"
"1624","Saccharomyces",NA,"PC07578-MSA1000_Diff"
"1625","Salmonella",NA,"PC07578-MSA1000_Diff"
"1626","Streptococcus","NA","PC07578-MSA1000_Diff"
"1627","Subdoligranulum","NA","PC07578-MSA1000_Diff"
"1628","Abiotrophia","NA","PC07578-MSA1000_Diff"
"1629","Acetanaerobacterium","NA","PC07578-MSA1000_Diff"
"1630","Acidaminococcus","NA","PC07578-MSA1000_Diff"
"1631","Actinobacillus","NA","PC07578-MSA1000_Diff"
"1632","Adlercreutzia","NA","PC07578-MSA1000_Diff"
"1633","Akkermansia","NA","PC07578-MSA1000_Diff"
"1634","Alcaligenes","NA","PC07578-MSA1000_Diff"
"1635","Alkanindiges","NA","PC07578-MSA1000_Diff"
"1636","Alloprevotella","NA","PC07578-MSA1000_Diff"
"1637","Anaerococcus","NA","PC07578-MSA1000_Diff"
"1638","Anaerofilum","NA","PC07578-MSA1000_Diff"
"1639","Anaerofustis","NA","PC07578-MSA1000_Diff"
"1640","Anaeromyxobacter","NA","PC07578-MSA1000_Diff"
"1641","Anaerosporobacter","NA","PC07578-MSA1000_Diff"
"1642","Anaerotruncus","NA","PC07578-MSA1000_Diff"
"1643","Arthrobacter","NA","PC07578-MSA1000_Diff"
"1644","Atopobium","NA","PC07578-MSA1000_Diff"
"1645","Azospirillum","NA","PC07578-MSA1000_Diff"
"1646","Basidiomycota","NA","PC07578-MSA1000_Diff"
"1647","Bergeyella","NA","PC07578-MSA1000_Diff"
"1648","Blautia","NA","PC07578-MSA1000_Diff"
"1649","Bradyrhizobium","NA","PC07578-MSA1000_Diff"
"1650","Brevundimonas","NA","PC07578-MSA1000_Diff"
"1651","Bryobacter","NA","PC07578-MSA1000_Diff"
"1652","Butyricimonas","NA","PC07578-MSA1000_Diff"
"1653","Campylobacter","NA","PC07578-MSA1000_Diff"
"1654","Candidatus Planktophila","NA","PC07578-MSA1000_Diff"
"1655","Capnocytophaga","NA","PC07578-MSA1000_Diff"
"1656","Christensenella","NA","PC07578-MSA1000_Diff"
"1657","Clostridium sensu stricto 1","NA","PC07578-MSA1000_Diff"
"1658","Coprococcus","NA","PC07578-MSA1000_Diff"
"1659","Corynebacterium","NA","PC07578-MSA1000_Diff"
"1660","Desulfovibrio","NA","PC07578-MSA1000_Diff"
"1661","Devosia","NA","PC07578-MSA1000_Diff"
"1662","Dialister","NA","PC07578-MSA1000_Diff"
"1663","Dolosigranulum","NA","PC07578-MSA1000_Diff"
"1664","Dorea","NA","PC07578-MSA1000_Diff"
"1665","Eggerthella","NA","PC07578-MSA1000_Diff"
"1666","Eggerthia","NA","PC07578-MSA1000_Diff"
"1667","Enterorhabdus","NA","PC07578-MSA1000_Diff"
"1668","Faecalibacterium","NA","PC07578-MSA1000_Diff"
"1669","Finegoldia","NA","PC07578-MSA1000_Diff"
"1670","Flavonifractor","NA","PC07578-MSA1000_Diff"
"1671","Gemella","NA","PC07578-MSA1000_Diff"
"1672","Gordonibacter","NA","PC07578-MSA1000_Diff"
"1673","Granulicatella","NA","PC07578-MSA1000_Diff"
"1674","Haemophilus","NA","PC07578-MSA1000_Diff"
"1675","Holdemania","NA","PC07578-MSA1000_Diff"
"1676","Incertae Sedis","NA","PC07578-MSA1000_Diff"
"1677","Intestinimonas","NA","PC07578-MSA1000_Diff"
"1678","Lachnoanaerobaculum","NA","PC07578-MSA1000_Diff"
"1679","Lachnospira","NA","PC07578-MSA1000_Diff"
"1680","Lactococcus","NA","PC07578-MSA1000_Diff"
"1681","Lautropia","NA","PC07578-MSA1000_Diff"
"1682","Leptotrichia","NA","PC07578-MSA1000_Diff"
"1683","Leuconostoc","NA","PC07578-MSA1000_Diff"
"1684","Lysobacter","NA","PC07578-MSA1000_Diff"
"1685","Marvinbryantia","NA","PC07578-MSA1000_Diff"
"1686","Massilia","NA","PC07578-MSA1000_Diff"
"1687","Megasphaera","NA","PC07578-MSA1000_Diff"
"1688","Methylobacterium","NA","PC07578-MSA1000_Diff"
"1689","Mogibacterium","NA","PC07578-MSA1000_Diff"
"1690","Moraxella","NA","PC07578-MSA1000_Diff"
"1691","Mycobacterium","NA","PC07578-MSA1000_Diff"
"1692","Nevskia","NA","PC07578-MSA1000_Diff"
"1693","Nocardioides","NA","PC07578-MSA1000_Diff"
"1694","Nosocomiicoccus","NA","PC07578-MSA1000_Diff"
"1695","Odoribacter","NA","PC07578-MSA1000_Diff"
"1696","Oribacterium","NA","PC07578-MSA1000_Diff"
"1697","Oscillibacter","NA","PC07578-MSA1000_Diff"
"1698","Oscillospira","NA","PC07578-MSA1000_Diff"
"1699","other","NA","PC07578-MSA1000_Diff"
"1700","Papillibacter","NA","PC07578-MSA1000_Diff"
"1701","Paracoccus","NA","PC07578-MSA1000_Diff"
"1702","Parasutterella","NA","PC07578-MSA1000_Diff"
"1703","Pedobacter","NA","PC07578-MSA1000_Diff"
"1704","Peptoniphilus","NA","PC07578-MSA1000_Diff"
"1705","Phascolarctobacterium","NA","PC07578-MSA1000_Diff"
"1706","Phenylobacterium","NA","PC07578-MSA1000_Diff"
"1707","Porphyromonas","NA","PC07578-MSA1000_Diff"
"1708","Prevotella","NA","PC07578-MSA1000_Diff"
"1709","Pseudobutyrivibrio","NA","PC07578-MSA1000_Diff"
"1710","Rhizobium","NA","PC07578-MSA1000_Diff"
"1711","Roseburia","NA","PC07578-MSA1000_Diff"
"1712","Rothia","NA","PC07578-MSA1000_Diff"
"1713","Rubellimicrobium","NA","PC07578-MSA1000_Diff"
"1714","Ruminococcus","NA","PC07578-MSA1000_Diff"
"1715","Salinarimonas","NA","PC07578-MSA1000_Diff"
"1716","Scardovia","NA","PC07578-MSA1000_Diff"
"1717","Sediminibacterium","NA","PC07578-MSA1000_Diff"
"1718","Solobacterium","NA","PC07578-MSA1000_Diff"
"1719","Sphingomonas","NA","PC07578-MSA1000_Diff"
"1720","Stomatobaculum","NA","PC07578-MSA1000_Diff"
"1721","Succiniclasticum","NA","PC07578-MSA1000_Diff"
"1722","Sutterella","NA","PC07578-MSA1000_Diff"
"1723","Synergistes","NA","PC07578-MSA1000_Diff"
"1724","Thalassospira","NA","PC07578-MSA1000_Diff"
"1725","Treponema","NA","PC07578-MSA1000_Diff"
"1726","Turicibacter","NA","PC07578-MSA1000_Diff"
"1727","uncultured","NA","PC07578-MSA1000_Diff"
"1728","Veillonella","NA","PC07578-MSA1000_Diff"
"1729","Weissella","NA","PC07578-MSA1000_Diff"
"1730","Acinetobacter","NA","PC07578-MSA1001_Diff"
"1731","Actinomyces","NA","PC07578-MSA1001_Diff"
"1732","Alistipes","NA","PC07578-MSA1001_Diff"
"1733","Anaerostipes","NA","PC07578-MSA1001_Diff"
"1734","Bacteroides","NA","PC07578-MSA1001_Diff"
"1735","Bifidobacterium","NA","PC07578-MSA1001_Diff"
"1736","Bilophila","NA","PC07578-MSA1001_Diff"
"1737","Clostridium","NA","PC07578-MSA1001_Diff"
"1738","Lachnoclostridium","NA","PC07578-MSA1001_Diff"
"1739","Collinsella","NA","PC07578-MSA1001_Diff"
"1740","Coprobacillus","NA","PC07578-MSA1001_Diff"
"1741","Cryptococcus",NA,"PC07578-MSA1001_Diff"
"1742","Deinococcus","NA","PC07578-MSA1001_Diff"
"1743","Enterococcus","-99.5488703056264","PC07578-MSA1001_Diff"
"1744","Fusobacterium","NA","PC07578-MSA1001_Diff"
"1745","Helicobacter","NA","PC07578-MSA1001_Diff"
"1746","Listeria","-100","PC07578-MSA1001_Diff"
"1747","Neisseria","NA","PC07578-MSA1001_Diff"
"1748","Paenibacillus","NA","PC07578-MSA1001_Diff"
"1749","Parabacteroides","NA","PC07578-MSA1001_Diff"
"1750","Pediococcus","NA","PC07578-MSA1001_Diff"
"1751","Porphyromonadaceae","NA","PC07578-MSA1001_Diff"
"1752","Propionibacterium","NA","PC07578-MSA1001_Diff"
"1753","Pseudomonas","-100","PC07578-MSA1001_Diff"
"1754","Pyramidobacter","NA","PC07578-MSA1001_Diff"
"1755","Ralstonia","NA","PC07578-MSA1001_Diff"
"1756","Rhodobacter","NA","PC07578-MSA1001_Diff"
"1757","Saccharomyces",NA,"PC07578-MSA1001_Diff"
"1758","Salmonella",NA,"PC07578-MSA1001_Diff"
"1759","Streptococcus","NA","PC07578-MSA1001_Diff"
"1760","Subdoligranulum","NA","PC07578-MSA1001_Diff"
"1761","Abiotrophia","NA","PC07578-MSA1001_Diff"
"1762","Acetanaerobacterium","NA","PC07578-MSA1001_Diff"
"1763","Acidaminococcus","NA","PC07578-MSA1001_Diff"
"1764","Actinobacillus","NA","PC07578-MSA1001_Diff"
"1765","Adlercreutzia","NA","PC07578-MSA1001_Diff"
"1766","Akkermansia","NA","PC07578-MSA1001_Diff"
"1767","Alcaligenes","NA","PC07578-MSA1001_Diff"
"1768","Alkanindiges","NA","PC07578-MSA1001_Diff"
"1769","Alloprevotella","NA","PC07578-MSA1001_Diff"
"1770","Anaerococcus","NA","PC07578-MSA1001_Diff"
"1771","Anaerofilum","NA","PC07578-MSA1001_Diff"
"1772","Anaerofustis","NA","PC07578-MSA1001_Diff"
"1773","Anaeromyxobacter","NA","PC07578-MSA1001_Diff"
"1774","Anaerosporobacter","NA","PC07578-MSA1001_Diff"
"1775","Anaerotruncus","NA","PC07578-MSA1001_Diff"
"1776","Arthrobacter","NA","PC07578-MSA1001_Diff"
"1777","Atopobium","NA","PC07578-MSA1001_Diff"
"1778","Azospirillum","NA","PC07578-MSA1001_Diff"
"1779","Basidiomycota","NA","PC07578-MSA1001_Diff"
"1780","Bergeyella","NA","PC07578-MSA1001_Diff"
"1781","Blautia","NA","PC07578-MSA1001_Diff"
"1782","Bradyrhizobium","NA","PC07578-MSA1001_Diff"
"1783","Brevundimonas","NA","PC07578-MSA1001_Diff"
"1784","Bryobacter","NA","PC07578-MSA1001_Diff"
"1785","Butyricimonas","NA","PC07578-MSA1001_Diff"
"1786","Campylobacter","NA","PC07578-MSA1001_Diff"
"1787","Candidatus Planktophila","NA","PC07578-MSA1001_Diff"
"1788","Capnocytophaga","NA","PC07578-MSA1001_Diff"
"1789","Christensenella","NA","PC07578-MSA1001_Diff"
"1790","Clostridium sensu stricto 1","NA","PC07578-MSA1001_Diff"
"1791","Coprococcus","NA","PC07578-MSA1001_Diff"
"1792","Corynebacterium","NA","PC07578-MSA1001_Diff"
"1793","Desulfovibrio","NA","PC07578-MSA1001_Diff"
"1794","Devosia","NA","PC07578-MSA1001_Diff"
"1795","Dialister","NA","PC07578-MSA1001_Diff"
"1796","Dolosigranulum","NA","PC07578-MSA1001_Diff"
"1797","Dorea","NA","PC07578-MSA1001_Diff"
"1798","Eggerthella","NA","PC07578-MSA1001_Diff"
"1799","Eggerthia","NA","PC07578-MSA1001_Diff"
"1800","Enterorhabdus","NA","PC07578-MSA1001_Diff"
"1801","Faecalibacterium","NA","PC07578-MSA1001_Diff"
"1802","Finegoldia","NA","PC07578-MSA1001_Diff"
"1803","Flavonifractor","NA","PC07578-MSA1001_Diff"
"1804","Gemella","NA","PC07578-MSA1001_Diff"
"1805","Gordonibacter","NA","PC07578-MSA1001_Diff"
"1806","Granulicatella","NA","PC07578-MSA1001_Diff"
"1807","Haemophilus","NA","PC07578-MSA1001_Diff"
"1808","Holdemania","NA","PC07578-MSA1001_Diff"
"1809","Incertae Sedis","NA","PC07578-MSA1001_Diff"
"1810","Intestinimonas","NA","PC07578-MSA1001_Diff"
"1811","Lachnoanaerobaculum","NA","PC07578-MSA1001_Diff"
"1812","Lachnospira","NA","PC07578-MSA1001_Diff"
"1813","Lactococcus","NA","PC07578-MSA1001_Diff"
"1814","Lautropia","NA","PC07578-MSA1001_Diff"
"1815","Leptotrichia","NA","PC07578-MSA1001_Diff"
"1816","Leuconostoc","NA","PC07578-MSA1001_Diff"
"1817","Lysobacter","NA","PC07578-MSA1001_Diff"
"1818","Marvinbryantia","NA","PC07578-MSA1001_Diff"
"1819","Massilia","NA","PC07578-MSA1001_Diff"
"1820","Megasphaera","NA","PC07578-MSA1001_Diff"
"1821","Methylobacterium","NA","PC07578-MSA1001_Diff"
"1822","Mogibacterium","NA","PC07578-MSA1001_Diff"
"1823","Moraxella","NA","PC07578-MSA1001_Diff"
"1824","Mycobacterium","NA","PC07578-MSA1001_Diff"
"1825","Nevskia","NA","PC07578-MSA1001_Diff"
"1826","Nocardioides","NA","PC07578-MSA1001_Diff"
"1827","Nosocomiicoccus","NA","PC07578-MSA1001_Diff"
"1828","Odoribacter","NA","PC07578-MSA1001_Diff"
"1829","Oribacterium","NA","PC07578-MSA1001_Diff"
"1830","Oscillibacter","NA","PC07578-MSA1001_Diff"
"1831","Oscillospira","NA","PC07578-MSA1001_Diff"
"1832","other","NA","PC07578-MSA1001_Diff"
"1833","Papillibacter","NA","PC07578-MSA1001_Diff"
"1834","Paracoccus","NA","PC07578-MSA1001_Diff"
"1835","Parasutterella","NA","PC07578-MSA1001_Diff"
"1836","Pedobacter","NA","PC07578-MSA1001_Diff"
"1837","Peptoniphilus","NA","PC07578-MSA1001_Diff"
